Unnamed: 0,CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction
4974,4975,18,0,21,17,3,26,1,2,918,19
37155,37156,56,1,39,28,6,17,0,0,358,14
27878,27879,58,1,52,3,6,3,0,0,702,22
25661,25662,52,1,50,3,8,13,1,1,101,19
38858,38859,21,1,1,27,3,11,0,0,343,24
16649,16650,28,0,59,19,0,4,1,0,576,30
14459,14460,22,1,3,26,1,1,0,2,588,1
8313,8314,58,0,56,24,6,28,0,0,875,21
20257,20258,38,0,57,2,8,12,1,0,825,16
6324,6325,34,1,14,6,7,0,2,0,783,9
16133,16134,56,0,43,20,0,12,1,1,467,9
33820,33821,34,0,4,30,4,6,1,2,683,18
38738,38739,47,1,7,26,4,6,2,2,819,3
62451,62452,49,1,57,11,5,22,0,0,975,19
28496,28497,57,0,18,25,7,19,2,2,289,3
29643,29644,47,1,3,16,7,5,2,2,942,14
52845,52846,60,0,50,16,9,16,2,2,853,27
39289,39290,58,0,5,7,1,21,1,2,889,8
60452,60453,21,0,5,13,6,30,2,0,204,1
49489,49490,27,1,31,18,9,22,1,0,958,5
11238,11239,55,1,21,16,8,10,0,1,131,10
31654,31655,59,0,50,1,9,14,0,0,202,25
28019,28020,49,0,30,22,0,0,1,0,162,29
31343,31344,26,1,6,16,9,18,1,1,747,9
28569,28570,29,1,11,5,10,4,1,0,868,22
34823,34824,20,1,9,16,3,8,0,2,762,2
26643,26644,30,0,26,21,2,1,0,1,168,3
58455,58456,56,0,8,15,10,22,0,1,557,2
56693,56694,51,0,10,14,7,29,0,2,494,1
15079,15080,27,0,25,17,5,0,0,2,714,14
31919,31920,27,0,50,8,7,28,2,2,130,16
44146,44147,38,1,54,14,7,24,2,1,984,26
27218,27219,34,1,24,19,9,15,0,0,409,9
45086,45087,26,0,25,2,5,23,2,0,695,29
24330,24331,64,0,20,5,9,28,1,1,431,20
45564,45565,62,0,19,30,1,2,1,1,950,28
746,747,41,1,48,24,2,25,0,0,760,14
29539,29540,31,0,19,8,10,19,2,2,953,9
21048,21049,23,1,39,2,1,26,2,0,795,21
20342,20343,53,0,37,5,1,15,2,2,375,12
60985,60986,63,0,49,19,7,18,2,1,519,30
63366,63367,33,1,30,20,8,23,2,0,598,14
38323,38324,32,1,40,1,8,10,0,2,337,30
8522,8523,61,0,7,22,7,21,1,0,456,28
36030,36031,43,0,40,28,7,10,1,1,318,19
4443,4444,37,0,21,9,9,14,1,1,736,23
40206,40207,24,0,45,18,0,27,2,1,388,25
11764,11765,21,1,22,25,3,8,0,0,940,22
53558,53559,35,0,56,7,9,29,1,2,761,13
1555,1556,60,0,33,3,4,3,0,2,798,7
37474,37475,51,0,27,7,1,27,2,1,556,20
12887,12888,25,0,9,2,6,11,0,2,357,4
6745,6746,51,1,57,4,1,21,2,1,576,16
22707,22708,61,0,20,23,9,24,1,2,289,21
54403,54404,55,0,60,19,5,27,2,1,110,9
33244,33245,48,0,38,8,7,8,0,1,420,6
24132,24133,37,1,24,4,4,23,1,0,797,12
2796,2797,30,0,8,29,5,26,0,1,200,12
53270,53271,40,0,48,20,8,28,1,2,347,16
47974,47975,55,0,60,9,9,23,1,0,234,21
4412,4413,47,0,8,15,7,12,0,1,891,1
2130,2131,23,1,19,1,1,7,0,2,166,8
19315,19316,26,0,49,10,2,14,2,1,950,22
27184,27185,43,1,32,3,8,15,0,1,474,27
16156,16157,26,0,42,30,10,5,0,2,200,9
62908,62909,40,0,42,3,7,26,2,1,250,16
51070,51071,61,0,32,18,10,24,2,0,785,30
37488,37489,60,0,10,13,0,11,0,1,343,21
25516,25517,44,0,2,26,3,12,1,2,200,5
19100,19101,29,0,25,15,3,4,2,2,644,2
15353,15354,37,1,32,21,8,17,0,2,953,23
59998,59999,45,0,4,28,6,23,2,1,585,12
4545,4546,41,0,12,2,8,29,0,2,958,3
43595,43596,59,0,35,10,6,18,2,0,525,1
34644,34645,23,0,51,17,2,10,1,0,178,17
55582,55583,63,0,24,29,1,27,2,1,449,7
9929,9930,25,1,31,14,1,11,2,1,875,14
16054,16055,29,1,7,22,5,9,0,1,851,19
5081,5082,40,0,8,20,5,7,2,0,482,23
8201,8202,22,0,32,12,8,14,0,1,205,28
62488,62489,64,1,46,4,10,23,0,1,940,23
33420,33421,62,0,9,3,8,24,0,2,295,29
22471,22472,26,1,41,2,1,6,2,0,737,27
62795,62796,35,0,37,1,6,19,1,1,643,25
51052,51053,57,1,58,2,9,3,2,1,484,5
48304,48305,37,1,57,30,7,16,0,2,763,3
25321,25322,54,0,60,14,1,3,1,2,295,16
738,739,58,0,46,25,0,25,2,2,866,22
60685,60686,43,0,58,27,7,24,1,1,861,20
709,710,63,0,16,19,7,20,2,1,496,6
9464,9465,43,0,44,7,9,10,2,1,127,22
40548,40549,53,1,32,7,5,26,2,0,551,15
27292,27293,54,0,1,27,10,11,0,0,721,7
34483,34484,56,0,17,17,4,3,2,0,565,2
13125,13126,19,1,6,21,1,10,1,1,739,25
21482,21483,55,0,3,29,10,8,0,1,926,10
63972,63973,28,0,35,10,8,29,2,1,472,18
57051,57052,42,0,44,9,9,21,0,1,458,19
35974,35975,20,1,24,1,4,13,2,1,894,24
54476,54477,55,1,28,12,8,29,1,1,704,9
2373,2374,58,0,21,1,10,24,0,2,653,23
11020,11021,57,1,17,5,9,8,0,0,915,6
36582,36583,64,1,49,17,4,22,2,1,640,13
53116,53117,27,1,52,7,7,16,2,2,784,5
27310,27311,52,1,60,9,6,1,1,2,493,16
28097,28098,28,0,16,16,6,23,1,0,670,5
10921,10922,28,1,2,30,6,11,1,0,673,2
9786,9787,22,0,35,6,7,20,0,1,543,9
51245,51246,46,0,23,16,2,24,0,1,410,7
37084,37085,30,0,48,18,9,8,0,1,686,29
63995,63996,47,1,34,16,6,28,1,0,505,16
21425,21426,22,0,49,9,5,13,0,0,226,29
34114,34115,35,0,38,6,5,4,2,1,606,6
11180,11181,50,0,53,1,4,14,1,2,448,11
20474,20475,46,0,60,16,5,17,0,2,782,26
32578,32579,65,1,7,4,2,1,1,1,284,24
18835,18836,39,0,40,8,6,18,1,2,756,20
62291,62292,33,0,32,14,0,21,1,1,670,28
30592,30593,19,0,37,20,0,15,2,1,240,25
23208,23209,22,1,39,2,1,5,0,1,441,27
43696,43697,37,0,47,20,6,2,0,2,167,3
42812,42813,38,1,6,11,1,4,1,0,142,20
19500,19501,42,1,52,18,8,8,0,2,136,16
19972,19973,31,0,55,2,6,19,2,0,495,15
20712,20713,50,0,1,14,7,26,1,1,142,26
62878,62879,48,0,43,6,8,23,0,1,741,25
37293,37294,48,1,27,13,3,5,2,2,205,17
15168,15169,63,1,34,4,1,25,0,2,451,6
52278,52279,47,1,55,5,6,21,1,1,982,29
30018,30019,21,0,26,20,1,11,2,2,889,15
30205,30206,53,0,48,26,10,22,1,2,183,30
31834,31835,52,0,45,9,2,30,1,2,604,14
27561,27562,35,0,21,2,9,4,0,0,348,2
13926,13927,43,1,55,13,1,5,1,0,664,26
22949,22950,58,1,52,17,3,10,1,0,866,13
44276,44277,47,1,44,15,8,13,0,0,911,12
6399,6400,20,0,25,14,10,20,2,0,393,15
39007,39008,33,0,44,20,4,10,2,1,896,17
11000,11001,26,0,57,13,1,15,0,2,811,2
10294,10295,34,0,42,15,10,22,2,2,613,29
49610,49611,57,0,43,26,1,28,2,1,800,13
14741,14742,48,1,47,27,9,19,0,2,344,30
47724,47725,56,1,41,25,6,29,1,0,355,24
30323,30324,65,1,53,2,5,13,1,0,603,4
2529,2530,55,1,38,25,6,17,0,0,891,11
40045,40046,28,0,27,15,3,8,2,0,976,28
14736,14737,28,1,60,2,0,8,1,0,503,26
31201,31202,43,1,20,3,6,4,2,2,609,9
29766,29767,55,0,60,7,4,18,1,2,782,10
15085,15086,56,1,3,5,2,14,1,0,517,3
1549,1550,38,1,32,11,6,16,1,1,918,14
12744,12745,30,0,1,4,9,12,2,1,687,26
60464,60465,35,1,24,6,5,28,1,2,144,22
50950,50951,58,0,16,10,10,26,0,1,775,18
17255,17256,53,1,2,2,10,15,2,2,249,6
37581,37582,40,0,15,14,10,19,0,0,811,7
4068,4069,59,1,4,21,9,14,0,2,138,17
35640,35641,64,1,11,25,1,4,2,2,705,21
57449,57450,42,0,55,7,7,16,2,2,332,6
31917,31918,38,1,52,17,2,3,1,1,170,8
46013,46014,41,0,58,5,10,26,2,2,843,6
37189,37190,20,1,40,17,1,28,1,2,217,17
33334,33335,35,0,57,25,6,11,0,0,446,12
42377,42378,58,0,56,12,10,12,1,0,292,14
55742,55743,62,0,30,9,9,19,1,1,642,9
16721,16722,28,1,36,25,4,18,2,2,184,2
24387,24388,46,0,38,22,4,8,0,1,260,30
34366,34367,30,0,16,22,8,16,0,0,986,7
26087,26088,47,1,43,19,4,4,0,1,543,15
53187,53188,46,0,60,15,4,27,2,1,382,16
3566,3567,29,0,20,9,1,29,1,2,759,2
5174,5175,32,1,30,26,7,5,1,2,300,22
38295,38296,61,0,14,13,5,11,2,1,940,7
50588,50589,39,0,10,5,3,30,2,2,416,17
33612,33613,55,1,10,29,5,10,0,2,310,1
57438,57439,54,0,32,3,5,16,2,2,222,14
35203,35204,21,1,33,29,9,27,2,0,606,7
33855,33856,18,0,39,6,10,8,0,0,682,22
30645,30646,30,0,28,25,2,12,0,1,216,11
30551,30552,31,0,15,27,5,2,2,2,568,24
15709,15710,57,0,26,30,6,17,2,2,992,25
42667,42668,27,1,49,24,3,17,1,0,263,28
30621,30622,52,0,32,12,0,27,1,0,340,18
10969,10970,61,1,55,22,3,6,0,0,605,4
32789,32790,65,0,55,1,5,16,2,0,188,7
50213,50214,45,0,16,29,9,25,2,0,111,7
22655,22656,42,1,51,28,9,26,1,2,694,8
42798,42799,61,1,9,28,1,22,0,2,531,23
10381,10382,36,0,50,8,9,2,1,1,416,14
53077,53078,64,0,42,5,1,27,1,1,875,19
1429,1430,42,1,33,21,1,7,2,2,812,15
52488,52489,33,0,29,10,5,19,0,1,579,29
24871,24872,27,1,53,14,6,12,1,0,533,27
33,34,27,0,41,8,1,7,1,1,943,12
36882,36883,31,0,38,13,6,28,1,0,877,4
14036,14037,25,0,38,4,9,22,0,0,326,14
42911,42912,42,0,47,21,8,23,2,0,750,27
22019,22020,31,1,31,29,3,0,2,2,285,6
5233,5234,47,0,43,5,8,29,2,2,163,17
14565,14566,20,0,42,13,1,2,0,1,567,23
23443,23444,64,0,55,6,0,17,2,0,114,22
15800,15801,64,1,3,27,4,2,2,0,794,22
1550,1551,38,1,12,12,4,7,1,0,645,27
18272,18273,57,0,38,1,1,18,1,2,644,25
33839,33840,25,1,22,8,2,20,1,2,472,8
31579,31580,27,0,36,6,0,19,2,0,169,16
10217,10218,49,0,17,28,8,25,0,2,258,19
51635,51636,50,0,14,16,4,21,1,2,452,27
14331,14332,36,1,11,18,0,21,0,2,494,9
37751,37752,33,1,41,19,4,17,0,2,620,21
8670,8671,24,1,32,28,5,10,0,2,919,26
5221,5222,35,0,26,25,0,5,1,0,634,26
9414,9415,51,0,59,26,4,28,1,1,621,5
188,189,64,1,60,25,5,8,1,0,720,24
48052,48053,30,0,32,7,1,25,2,1,545,15
28455,28456,39,0,27,10,5,24,0,2,633,8
42126,42127,40,1,48,20,2,10,0,0,703,17
51157,51158,26,0,11,27,5,30,2,1,523,21
13226,13227,52,1,23,14,1,3,0,2,956,27
14362,14363,35,0,24,27,4,0,0,0,670,14
47441,47442,39,0,9,13,10,29,1,1,174,16
61922,61923,19,1,41,19,5,20,2,2,894,13
61454,61455,31,1,55,5,8,22,2,1,928,4
57820,57821,59,1,24,4,8,4,2,1,706,19
24023,24024,25,0,20,2,1,10,0,1,137,10
2227,2228,33,1,4,24,6,26,2,1,460,7
21855,21856,37,0,11,17,4,6,2,2,276,15
62798,62799,47,0,52,25,0,26,2,1,727,18
13867,13868,19,1,10,17,2,1,0,2,943,4
38996,38997,22,1,23,20,5,2,1,2,168,21
2207,2208,65,1,34,13,1,24,0,0,159,7
6062,6063,41,0,31,16,2,12,0,1,674,30
26590,26591,43,1,22,15,8,30,0,1,210,22
32796,32797,52,1,21,5,10,29,0,2,464,30
24026,24027,46,0,35,14,7,24,0,0,763,16
4999,5000,25,1,55,27,9,23,0,1,243,11
17196,17197,64,1,1,1,10,0,1,2,149,6
22549,22550,47,1,7,27,4,14,0,1,512,13
43719,43720,54,0,22,16,7,11,0,0,235,2
54980,54981,59,0,10,24,9,23,2,1,513,3
48326,48327,42,1,33,25,8,16,1,1,958,5
10048,10049,37,1,34,22,1,4,0,2,723,7
6454,6455,38,1,28,27,1,22,2,1,157,28
6052,6053,38,1,42,4,8,14,2,0,887,23
239,240,64,0,11,7,1,8,0,0,984,14
616,617,44,1,20,24,10,10,0,2,377,26
9831,9832,63,0,32,29,9,8,1,0,889,14
26373,26374,60,1,12,2,0,3,2,1,537,21
55623,55624,53,0,38,4,6,17,2,0,228,20
47180,47181,39,1,57,21,8,29,0,0,363,8
36311,36312,53,0,31,26,2,15,2,0,544,4
28598,28599,45,1,35,29,9,3,1,0,567,24
32773,32774,42,1,44,13,7,0,2,2,626,9
46261,46262,32,0,54,23,1,28,2,0,188,8
13108,13109,28,1,46,5,1,6,1,1,160,29
34855,34856,47,0,35,19,4,7,2,2,973,10
44711,44712,24,1,1,13,0,26,2,2,641,16
21890,21891,52,0,2,19,6,11,1,1,133,10
52179,52180,45,0,55,10,3,27,0,2,187,13
61548,61549,30,0,23,3,9,27,0,0,461,20
19841,19842,51,0,23,25,0,14,0,0,765,23
23662,23663,49,0,51,11,6,15,2,0,758,30
58016,58017,53,0,38,1,9,10,2,0,957,29
57849,57850,54,1,56,3,5,18,2,1,962,29
43,44,57,1,2,26,5,14,1,1,771,4
30925,30926,50,1,52,28,5,14,2,0,499,17
39430,39431,41,1,50,5,10,10,1,2,709,4
41358,41359,49,0,22,6,3,7,1,2,463,20
15224,15225,47,1,24,18,8,22,2,0,914,26
38284,38285,62,1,4,18,0,24,0,1,730,5
37267,37268,62,0,18,25,6,17,0,2,379,12
20124,20125,18,1,12,10,3,27,1,2,584,1
16614,16615,29,1,25,3,1,6,2,1,687,10
10137,10138,28,1,19,24,5,12,0,1,616,9
31284,31285,18,1,12,5,2,11,2,0,277,22
11930,11931,55,1,26,16,2,1,2,2,736,21
29568,29569,30,1,46,11,3,20,1,0,809,3
6671,6672,40,1,15,16,10,8,0,2,829,25
30529,30530,39,0,48,25,6,1,2,1,419,9
312,313,49,1,41,5,10,4,0,0,532,27
50097,50098,37,0,19,22,9,22,2,2,435,3
28614,28615,39,0,14,13,10,15,1,1,410,1
43321,43322,34,0,16,28,5,20,2,1,177,7
29019,29020,22,1,19,18,7,4,0,2,132,23
42047,42048,46,1,29,3,7,2,0,2,674,24
52988,52989,35,0,1,24,8,30,1,0,214,14
16982,16983,24,1,20,11,2,17,2,2,986,9
13517,13518,65,0,54,4,4,17,1,2,581,14
55936,55937,34,0,41,14,6,18,0,2,422,11
50749,50750,26,0,35,24,8,18,1,1,746,20
16794,16795,58,0,9,5,7,7,1,2,228,19
4880,4881,40,1,55,25,3,15,1,0,306,20
27907,27908,53,0,19,14,0,8,2,0,744,27
47049,47050,51,0,34,11,0,24,0,1,173,6
19463,19464,37,0,3,24,6,25,0,0,140,4
22446,22447,62,1,39,15,10,0,1,1,609,17
5694,5695,56,0,7,28,6,11,0,1,581,22
8910,8911,47,1,40,24,9,30,1,0,469,3
6760,6761,58,1,10,14,7,2,0,1,496,15
56058,56059,56,0,2,3,7,24,2,2,140,26
63655,63656,20,0,60,26,4,28,0,2,135,13
27232,27233,60,0,52,18,0,25,0,2,159,26
32438,32439,59,1,12,9,4,29,0,0,358,28
18501,18502,61,0,2,8,2,21,1,2,475,17
26430,26431,38,1,40,21,0,2,0,0,319,24
51506,51507,51,1,32,19,6,27,1,2,439,15
64039,64040,57,0,23,17,3,29,2,2,315,19
831,832,25,0,1,19,8,12,1,0,921,26
33258,33259,65,0,33,7,8,18,1,1,937,29
36936,36937,29,1,38,27,5,18,2,1,118,24
40292,40293,36,1,9,17,6,2,1,0,120,5
24958,24959,29,0,39,29,5,13,0,1,976,1
7986,7987,31,0,58,15,0,1,1,1,344,28
24692,24693,39,0,25,17,2,22,0,0,641,9
62605,62606,54,0,49,5,9,11,1,2,499,28
1456,1457,19,0,55,13,7,16,2,0,499,22
58709,58710,25,0,12,21,10,21,1,1,501,22
24975,24976,19,0,30,22,8,13,2,0,884,7
54194,54195,37,0,25,10,2,25,1,1,248,18
30822,30823,53,1,60,5,6,22,2,0,926,20
9210,9211,32,0,56,11,5,7,0,1,836,16
39396,39397,57,1,22,2,9,16,0,0,118,3
574,575,23,1,21,21,10,14,0,2,125,5
49488,49489,22,0,43,8,3,26,2,0,476,7
30905,30906,21,0,25,21,6,4,2,0,604,24
15146,15147,47,1,35,9,2,12,1,1,209,14
34302,34303,44,1,21,18,8,2,1,2,631,15
29634,29635,53,0,46,3,3,11,0,2,730,14
41762,41763,34,0,15,14,9,25,2,2,792,23
21603,21604,54,0,58,14,7,3,1,2,654,2
50415,50416,64,0,45,4,8,30,1,1,442,18
12766,12767,62,1,29,11,0,24,2,1,700,12
38517,38518,27,0,22,28,0,11,1,2,665,25
41114,41115,65,1,9,23,9,27,1,1,819,1
27674,27675,34,1,4,7,10,16,1,0,646,12
41206,41207,36,0,8,4,6,20,2,2,448,2
21816,21817,60,0,24,21,2,15,2,0,424,18
18422,18423,33,0,33,27,7,24,1,0,679,9
58421,58422,60,1,37,28,9,24,2,2,828,18
32804,32805,40,1,32,30,6,6,2,2,129,22
18014,18015,41,0,50,17,3,0,2,2,310,29
18853,18854,23,1,2,1,6,23,0,2,621,24
60521,60522,19,1,30,22,6,21,0,1,728,28
62792,62793,49,0,1,17,7,25,2,1,932,4
3988,3989,59,1,24,27,3,19,0,2,915,10
31448,31449,27,1,39,5,4,26,1,0,772,3
2828,2829,39,0,32,17,10,9,1,0,557,22
5226,5227,46,0,13,16,1,5,2,0,148,7
16580,16581,53,1,3,21,9,10,0,2,731,26
13658,13659,59,1,2,30,8,21,2,2,333,1
50977,50978,58,0,27,21,5,22,0,1,722,26
25764,25765,43,1,8,9,9,25,1,1,240,11
21750,21751,41,0,22,7,3,11,1,1,113,23
40293,40294,19,0,9,11,0,8,0,2,795,21
2725,2726,62,1,41,12,7,4,0,0,949,21
46823,46824,55,1,37,3,10,24,1,1,974,25
57397,57398,29,1,47,4,10,24,1,1,367,22
58846,58847,28,0,7,15,6,29,0,0,328,27
8748,8749,40,1,2,8,9,21,0,2,725,2
55067,55068,40,0,36,11,7,22,2,2,463,30
47050,47051,59,1,5,4,4,26,2,0,989,28
21218,21219,35,1,38,21,5,19,2,1,883,5
31424,31425,32,0,18,23,10,9,2,0,913,3
34093,34094,50,1,2,2,1,29,1,2,479,21
41257,41258,42,0,34,15,7,12,1,1,553,10
58533,58534,65,1,30,5,10,29,0,0,834,5
2264,2265,34,1,5,16,7,30,2,2,400,9
58660,58661,28,0,34,27,7,27,1,2,494,23
53475,53476,63,1,54,5,7,1,2,1,224,2
25863,25864,26,0,7,18,8,9,0,1,877,16
3530,3531,52,0,38,12,1,11,2,1,421,29
33352,33353,47,0,19,19,3,25,0,0,289,2
42793,42794,63,1,26,28,9,29,0,1,580,5
42576,42577,59,1,60,7,9,5,2,2,164,28
34988,34989,55,0,21,20,0,9,2,0,101,13
15952,15953,25,1,20,14,4,12,0,0,584,3
32218,32219,32,0,22,8,0,7,1,1,277,2
2971,2972,31,0,14,16,9,3,2,0,485,30
50660,50661,21,1,53,19,7,21,1,1,749,13
41744,41745,33,1,26,26,3,30,0,1,550,12
27719,27720,45,1,21,23,9,11,2,1,932,12
1203,1204,44,0,38,22,5,30,0,2,296,1
22280,22281,33,0,6,5,5,6,1,0,469,29
52567,52568,38,0,40,29,5,21,1,2,264,16
61286,61287,33,1,34,15,9,30,2,1,866,23
2448,2449,27,1,15,19,7,17,0,0,514,1
61955,61956,64,0,32,21,5,27,2,1,211,25
39035,39036,58,1,57,20,3,7,2,2,274,10
51522,51523,38,0,2,6,2,24,0,1,267,5
35746,35747,47,0,37,4,10,16,0,0,818,12
61428,61429,22,1,36,11,6,19,0,2,964,5
39123,39124,25,0,54,23,0,6,0,1,584,8
38786,38787,65,0,30,18,2,6,2,1,615,21
47979,47980,30,1,44,27,7,27,0,2,801,7
55804,55805,21,1,38,2,7,26,0,1,397,21
29951,29952,37,0,50,23,7,15,1,2,424,22
27238,27239,27,0,17,14,10,8,0,0,847,15
32650,32651,42,0,58,17,5,7,0,2,273,7
58649,58650,27,0,5,27,5,25,0,1,376,17
28627,28628,23,1,21,21,8,8,2,1,152,11
21718,21719,51,1,40,10,8,16,1,2,212,28
37296,37297,29,1,10,8,6,0,1,2,903,28
52468,52469,37,0,38,26,2,25,1,2,412,23
42241,42242,29,0,58,24,3,10,2,1,408,2
40497,40498,44,0,13,16,9,2,0,2,804,30
38145,38146,40,1,1,30,6,29,2,2,687,8
27635,27636,44,1,33,20,0,0,2,0,970,29
53799,53800,49,1,25,24,7,29,1,0,636,25
14100,14101,48,0,45,18,2,23,2,0,852,7
39910,39911,32,1,25,6,1,5,2,2,300,3
55586,55587,48,1,48,24,7,28,2,0,393,9
4776,4777,50,0,42,24,4,10,1,2,283,13
55654,55655,28,0,27,27,9,25,0,2,170,13
7174,7175,50,1,17,26,1,18,1,2,781,16
34347,34348,19,1,30,19,7,10,0,2,589,16
52525,52526,39,0,10,5,1,26,2,1,409,1
47004,47005,46,0,14,20,8,23,2,2,420,21
44831,44832,32,1,3,12,8,0,2,2,139,17
62667,62668,22,0,7,16,4,24,1,2,498,9
844,845,46,0,28,1,6,13,0,0,761,13
54536,54537,28,0,42,15,7,16,1,0,774,9
33235,33236,54,0,20,12,1,17,2,0,201,11
32570,32571,43,1,13,3,2,23,1,0,855,1
46743,46744,43,1,38,14,9,20,1,2,635,7
9291,9292,42,1,6,28,8,10,0,0,708,26
22033,22034,63,0,14,1,3,26,0,2,440,17
8160,8161,36,1,44,17,8,7,2,2,923,25
44613,44614,22,0,8,27,5,24,2,1,144,3
50436,50437,44,1,35,6,9,26,1,0,779,21
18424,18425,54,0,13,8,8,3,0,0,222,15
10081,10082,55,1,57,14,0,14,0,0,478,10
38324,38325,23,0,26,17,0,18,2,0,334,4
26463,26464,64,1,57,22,6,12,0,1,762,29
47475,47476,35,0,45,29,3,29,1,1,250,3
43138,43139,54,0,19,13,4,26,1,1,165,26
18552,18553,26,1,60,29,7,29,0,1,841,18
50219,50220,30,1,49,25,8,28,1,0,132,15
10669,10670,56,1,58,19,2,26,0,0,880,16
30229,30230,37,1,8,17,10,16,2,1,624,17
8114,8115,58,1,55,29,1,9,0,2,361,22
15492,15493,33,0,35,16,4,0,2,0,896,11
35252,35253,25,0,51,22,5,19,1,2,505,12
11470,11471,32,0,39,10,3,2,1,1,798,22
61958,61959,26,1,26,1,9,18,2,0,120,12
618,619,34,1,35,11,7,3,0,1,970,16
18246,18247,50,0,1,17,5,22,0,1,240,5
4308,4309,19,1,52,22,4,25,0,1,624,25
59046,59047,53,0,19,30,10,30,2,1,377,1
16463,16464,28,0,22,24,4,17,2,2,365,21
63561,63562,54,0,6,15,4,30,1,0,156,13
57338,57339,38,0,36,7,8,22,2,2,202,26
55958,55959,52,0,29,30,7,27,1,2,419,4
27061,27062,43,1,2,8,4,19,1,2,662,30
63013,63014,35,0,3,19,0,23,0,1,811,5
44019,44020,54,1,4,11,0,20,2,2,231,21
51575,51576,59,1,55,10,8,27,1,2,676,23
42536,42537,50,1,19,25,1,19,1,1,324,15
25148,25149,31,0,45,20,5,4,2,0,517,7
19176,19177,41,0,34,20,0,17,0,0,567,20
40189,40190,59,0,8,26,7,17,2,2,385,15
56315,56316,21,0,3,4,6,26,2,0,174,12
47809,47810,53,1,47,1,4,22,0,1,669,5
35441,35442,58,0,2,3,3,7,0,1,343,17
30142,30143,44,0,7,1,8,6,1,0,678,12
37731,37732,60,0,49,10,9,16,0,2,651,16
59087,59088,63,0,47,2,5,14,0,2,476,11
3337,3338,58,0,19,7,2,7,2,0,753,14
61663,61664,53,0,6,1,6,4,1,2,833,18
38028,38029,23,0,20,23,9,19,2,2,552,1
21155,21156,26,0,29,14,2,5,2,1,329,20
9181,9182,57,1,35,18,4,28,1,2,748,22
22783,22784,51,0,50,3,4,0,0,0,684,27
17185,17186,53,1,58,8,1,22,2,0,231,20
54301,54302,35,1,39,15,5,21,2,1,660,28
55086,55087,19,1,59,1,6,19,1,1,811,6
59025,59026,31,0,34,24,10,26,1,0,539,16
28626,28627,31,1,19,17,10,21,2,1,961,6
55258,55259,64,0,40,28,5,20,1,0,870,14
31841,31842,61,1,38,17,8,11,0,1,933,16
8892,8893,42,0,37,22,1,0,1,0,691,28
37718,37719,48,1,56,6,10,3,1,2,721,4
53777,53778,40,0,56,3,7,30,1,0,171,21
9072,9073,27,0,39,6,7,29,0,0,233,5
9407,9408,44,1,5,29,1,22,0,2,915,12
50718,50719,24,0,32,20,8,29,1,0,710,18
62620,62621,57,0,46,14,5,22,0,0,765,17
26887,26888,19,1,58,21,9,14,1,1,255,11
19718,19719,23,0,46,22,6,27,0,2,928,4
52523,52524,53,1,47,22,10,24,1,0,712,20
15571,15572,46,0,16,1,7,28,1,1,553,24
46481,46482,32,0,48,16,4,27,0,1,332,17
55381,55382,53,0,18,17,5,21,2,1,152,4
28691,28692,47,1,28,1,7,2,0,0,451,28
46961,46962,61,0,51,15,5,20,0,2,461,6
31590,31591,25,0,1,14,10,29,2,1,822,22
41536,41537,33,0,49,20,6,6,0,2,432,9
50848,50849,59,0,54,20,10,20,0,2,487,13
55652,55653,39,0,31,18,3,28,2,1,297,13
25680,25681,27,0,59,9,5,13,0,1,256,3
48595,48596,55,1,3,2,3,16,0,2,504,17
36204,36205,48,1,17,14,3,20,2,2,663,20
38156,38157,33,1,3,25,3,5,2,1,255,30
14625,14626,19,0,23,19,5,28,2,0,190,3
52295,52296,18,1,33,17,7,29,0,2,989,9
20410,20411,18,0,42,29,10,16,0,0,958,19
7419,7420,47,0,53,9,2,17,0,2,633,17
47659,47660,27,0,12,10,10,30,2,2,300,11
26392,26393,26,1,10,23,4,26,2,1,629,11
45803,45804,43,0,57,26,6,22,0,2,419,27
8295,8296,32,0,26,19,7,12,1,0,156,2
948,949,61,0,23,7,3,26,0,1,914,2
38887,38888,36,0,38,2,0,10,2,0,851,11
38380,38381,29,0,3,2,1,27,1,0,701,15
3403,3404,61,0,53,24,2,27,1,0,437,27
57486,57487,51,0,45,25,8,18,1,0,226,2
23421,23422,48,0,37,22,10,23,0,0,620,30
554,555,30,1,33,14,7,30,2,0,482,24
62099,62100,60,1,44,27,6,19,2,2,979,11
28542,28543,32,1,10,4,2,26,0,2,123,10
8327,8328,47,0,23,16,2,7,2,1,551,17
48572,48573,52,1,51,23,6,28,0,2,219,22
56472,56473,22,0,50,19,8,28,2,2,869,22
58337,58338,45,0,55,27,9,25,1,1,770,24
29353,29354,20,0,57,12,1,22,2,2,453,26
7759,7760,56,1,31,5,3,3,1,0,678,24
23597,23598,39,1,25,28,9,22,0,2,609,18
23254,23255,35,1,50,9,1,19,0,0,260,20
17838,17839,44,1,3,8,6,5,1,0,341,13
5041,5042,31,0,8,21,9,3,1,1,428,1
30742,30743,47,1,20,29,2,27,0,2,777,19
16903,16904,22,1,51,16,3,30,0,1,414,29
63063,63064,40,1,43,17,6,24,0,2,928,16
25119,25120,28,1,28,16,4,6,0,2,849,26
21557,21558,39,0,15,3,1,2,2,1,946,30
37404,37405,31,0,11,11,8,0,1,2,709,4
36677,36678,39,1,57,7,3,5,2,2,597,4
